id,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,ResponseID,race,first_of_many,gender,age,zip_code,education,income,employment,attention2,pol_party,pol_party_other,freq_rec,nat_air_water,tech_sol,hum_abuse,balance_nat,ecol_crisis,nat_res,spaceship,hum_right,ecol_cat,lose_hab,plants_and_an,resp_harm,impact_dec,who_I_am,health_nat,think_wild,place_comm,citizen_care,family,identify,hum_elsewhere,feedback,lat,long,IPAddress,StartDate,EndDate,seen_turb,WP_US,wp_state,likely_cst_ec,attention_att
231,4,0,1,0,1,0,0,1,1,R_8H569CAJCPI3gEt,White European,No effect on my attitude,Female,41,2921,Some college credit ,"$10,000-$14,999",A homemaker ,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.77749634,-71.4332962,72.195.131.239,7/13/15 8:50,7/13/15 9:00,Yes,Very positive,Encouraged,No difference,None of the Above
232,2,1,1,2,2,1,1,2,2,R_8HVtyNezMgl4FFj,White European,No effect on my attitude,Female,48,1845,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,40.792099,-73.94390106,148.168.96.23,7/23/15 10:25,7/23/15 10:39,Yes,Positive,Encouraged,No difference,None of the Above
233,2,1,1,2,2,1,1,2,2,R_8i6VbbG38Fmci2N,"Hispanic, Latino or Spanish",Much more likely to support,Male,29,2905,Associate degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"None, thank you!",41.70500183,-71.46040344,70.181.35.233,7/27/15 1:05,7/27/15 1:13,Yes,Positive,Encouraged,No difference,None of the Above
234,4,0,1,0,1,0,0,1,1,R_8iFELvYBcFeQjCR,White European,No effect on my attitude,Female,35,2135,Bechelor degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Frequently, 20+ times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Agree,Stongly Disagree,Agree,Disagree,Agree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.34840393,-71.15509796,209.6.78.231,7/27/15 4:42,7/27/15 5:02,Yes,Positive,Encouraged,No difference,None of the Above
235,4,0,2,0,2,2,0,1,1,R_8iGFBKFtCpmmrXf,White European,No effect on my attitude,Female,27,6109,Bechelor degree,"$75,000-$99,999",A homemaker ,"Yes, I am an MT worker ",Republican party,,"Every now and then, 5-10 times/year",Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,-99,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,41.70370483,-72.66280365,32.214.191.123,7/27/15 10:52,7/27/15 11:04,Yes,Very positive,Encouraged,No difference,None of the Above
236,1,0,0,2,2,0,2,2,1,R_8IghlH19w1pw4uh,White European,Much more likely to support,Male,23,1602,Some college credit ,"$35,000-$49,999",Self-employed,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Agree,Agree,Strongly Agree,Disagree,Stongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.28930664,-71.79440308,71.89.10.84,7/11/15 12:43,7/11/15 12:51,Yes,Very positive,Encouraged,No difference,None of the Above
237,3,0,0,1,1,0,0,0,1,R_8IL64Ln8taMW3JP,White European,No effect on my attitude,Female,24,2135,Graduate degree or Professional degree ,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Agree,Agree,Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.34309387,-71.1230011,73.186.152.245,7/13/15 12:42,7/13/15 12:52,Yes,Positive,Encouraged,No difference,None of the Above
238,3,0,0,1,2,1,0,0,0,R_8J40FdkztWi0QAJ,Asian,More likely to support,Male,20,2482,Some college credit ,"$250,000 and above",Student,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,36.13330078,-86.80370331,68.53.58.158,7/26/15 23:08,7/26/15 23:15,Yes,Very positive,Encouraged,No difference,None of the Above
239,2,1,1,2,2,1,1,1,1,R_8ohSCJwYDSbirQN,White European,More likely to support,Female,54,1085,High school graduate,"$50,000-$74,999",Out of work,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,42.12350464,-72.63990021,50.189.125.227,7/26/15 6:13,7/26/15 6:29,No,Positive,Not sure,No difference,None of the Above
240,2,1,1,0,1,0,1,0,0,R_8ojl9YrzpZYuk4t,Black or African American,Less likely to support,Female,28,2120,Graduate degree or Professional degree ,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Stongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.34509277,-71.09929657,66.153.89.10,7/10/15 23:10,7/10/15 23:19,Yes,Positive,Tolerated,Less likely    ,0
241,1,0,1,0,1,0,0,0,1,R_8v8fFiriLGfB3VP,White European,Much more likely to support,Female,51,2852,Bechelor degree,"Less than $10,000",Out of work,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Stongly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Strongly Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.58770752,-71.46230316,108.34.151.210,7/15/15 11:40,7/15/15 11:59,Yes,Very positive,Encouraged,No difference,None of the Above
242,1,1,0,0,0,1,1,1,0,R_8vuug6voyuSHjpP,White European,No effect on my attitude,Female,45,2818,Graduate degree or Professional degree ,"$175,000-$199,999",Self-employed,"Yes, I am an MT worker ",None,,"Frequently, 20+ times/year",Strongly Agree,Agree,Agree,Stongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Stongly Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,,41.58770752,-71.46230316,173.69.40.77,7/12/15 16:51,7/12/15 16:58,Yes,Very positive,Encouraged,No difference,0
243,3,0,0,1,1,0,0,0,1,R_8vVdzf54XCFnO73,White European,No effect on my attitude,Female,29,3062,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Agree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Stongly Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.69309998,-71.30870056,173.166.71.77,7/22/15 10:19,7/22/15 10:51,Yes,Positive,Tolerated,No difference,None of the Above
244,3,0,0,1,1,0,0,1,1,R_8wee3dWnHR6iKBT,Black or African American,More likely to support,Male,34,8844,Graduate degree or Professional degree ,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",None,,"Frequently, 20+ times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Stongly Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",I'm also concern since i'm am renewable energy worker. Me must keep our environment safe.,48.08329773,-1.683303833,88.140.177.151,7/22/15 1:24,7/22/15 1:48,Yes,Positive,Encouraged,No difference,None of the Above
245,1,0,1,2,0,0,1,2,1,R_8xl0a3uNONomiup,White European,More likely to support,Female,24,6110,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",None,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,it was ok,41.68559265,-72.73120117,72.200.162.60,7/14/15 11:19,7/14/15 11:25,No,Positive,Encouraged,No difference,None of the Above
246,4,1,1,0,1,0,1,1,1,R_8xn6ieyQM4RCCl7,White European,More likely to support,Female,34,1430,High school graduate,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,42.27059937,-71.84790039,71.162.66.39,7/25/15 12:05,7/25/15 12:15,No,Neutral,Not sure,No difference,None of the Above
247,1,0,1,1,1,0,0,0,1,R_9AXCsuRHBqoimvb,White European,No effect on my attitude,Male,30,2127,Bechelor degree,"$150,000-$174,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Frequently, 20+ times/year",Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,This is <strong>somewhat like</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,51.51420593,-0.093093872,90.207.135.241,7/11/15 0:34,7/11/15 0:43,Yes,Very positive,Encouraged,No difference,None of the Above
248,1,0,1,1,1,0,1,0,1,R_9B2xLMemFgPDDal,White European,More likely to support,Female,33,4005,Graduate degree or Professional degree ,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Stongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,43.49609375,-70.48860168,184.153.128.207,7/14/15 15:19,7/14/15 15:27,Yes,Positive,Tolerated,No difference,0
249,2,0,0,0,0,0,0,0,0,R_9EPzxpmB2vpiQCN,White European,Much more likely to support,Female,45,4740,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,46.68850708,-67.9910965,67.253.30.176,7/27/15 5:46,7/27/15 5:53,Yes,Very positive,Encouraged,No difference,None of the Above
250,4,0,1,0,1,0,0,1,1,R_9EqxUElUr0iPF9X,White European,No effect on my attitude,Male,35,6010,High school graduate,"Less than $10,000",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",no comment,41.68159485,-72.94049835,73.38.77.22,7/12/15 5:20,7/12/15 5:28,No,Very positive,Encouraged,No difference,None of the Above
